station_id,site_cluster,station_name,state,region,lat,lon
21NYBCH-NY798606-01,21NYBCH-NY798606-01,GOOSE CREEK,NY,Atlantic,41.0523,-72.4135
21NYBCH-NY969774-01,21NYBCH-NY969774-01,CEDAR BEACH - WEST,NY,Atlantic,40.9657,-73.0306
21NYBCH-NY979731-01,21NYBCH-NY979731-01,SEA CLIFF BEACH,NY,Atlantic,40.8516,-73.6505
21RIBCH-RI184319-01,21RIBCH-RI184319-01,Bonnet Shores Beach Club - Center,RI,Atlantic,41.472695,-71.426837
21RIBCH-RI215063-01,21RIBCH-RI215063-01,Sabin's Point - Center,RI,Atlantic,41.765144,-71.367512
21RIBCH-RI276487-01,21RIBCH-RI276487-01,Peabodys Beach - Center,RI,Atlantic,41.49274257,-71.24733333
21RIBCH-RI426497-01,21RIBCH-RI426497-01,Dunes Club - Center,RI,Atlantic,41.44009,-71.446594
21RIBCH-RI606485-02,21RIBCH-RI606485-02,Scarborough State Beach South - South,RI,Atlantic,41.3857402,-71.47530642
21RIBCH-RI780069-01,21RIBCH-RI780069-01,Ocean House - East,RI,Atlantic,41.309267,-71.851218
21RIBCH-RI970435-03,21RIBCH-RI970435-03,Narragansett Town Beach - South,RI,Atlantic,41.434104,-71.455652
