station_id,study_scope,scope_basis,programme,site_type,organization,state,site_cluster
NJDEP_BMWM-2001C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2001C
NJDEP_BMWM-2001D,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2001D
NJDEP_BMWM-2001F,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2001F
NJDEP_BMWM-2002A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2002A
NJDEP_BMWM-2003B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2003B
NJDEP_BMWM-2003F,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2003F
NJDEP_BMWM-2003I,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2003I
NJDEP_BMWM-2004A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2004A
NJDEP_BMWM-2005D,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2005D
NJDEP_BMWM-2005E,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2005E
NJDEP_BMWM-2006A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2006A
NJDEP_BMWM-2007B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2007B
NJDEP_BMWM-2007D,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2007D
NJDEP_BMWM-2008A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2008A
NJDEP_BMWM-2009A,unclassified,"neither: no BEACH Act type, no beach neighbour, no fittable fecal coliform",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2009A
NJDEP_BMWM-2010C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2010C
NJDEP_BMWM-2011C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2011C
NJDEP_BMWM-2017A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2017A
NJDEP_BMWM-20A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-20A
NJDEP_BMWM-21,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-21
NJDEP_BMWM-2100B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2100B
NJDEP_BMWM-2101A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2101A
NJDEP_BMWM-2102,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2102
NJDEP_BMWM-2102A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2102A
NJDEP_BMWM-2102C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2102C
NJDEP_BMWM-2103A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2103A
NJDEP_BMWM-2103E,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2103E
NJDEP_BMWM-2104,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2104
NJDEP_BMWM-2104B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2104B
NJDEP_BMWM-2104E,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2104E
NJDEP_BMWM-2106A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2106A
NJDEP_BMWM-2200A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2200A
NJDEP_BMWM-2202B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2202B
NJDEP_BMWM-2203A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2203A
NJDEP_BMWM-2204B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2204B
NJDEP_BMWM-2205A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2205A
NJDEP_BMWM-2206,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2206
NJDEP_BMWM-2207A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2207A
NJDEP_BMWM-2208D,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2208D
NJDEP_BMWM-2209,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2209
NJDEP_BMWM-2209D,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2209D
NJDEP_BMWM-2209G,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2209G
NJDEP_BMWM-2210C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2210C
NJDEP_BMWM-2210F,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2210F
NJDEP_BMWM-2211,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2211
NJDEP_BMWM-2212,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2212
NJDEP_BMWM-2214,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2214
NJDEP_BMWM-2215A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2215A
NJDEP_BMWM-2218,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2218
NJDEP_BMWM-2218A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2218A
NJDEP_BMWM-2218B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2218B
NJDEP_BMWM-2219A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2219A
NJDEP_BMWM-2220,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2220
NJDEP_BMWM-2220B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2220B
NJDEP_BMWM-2221A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2221A
NJDEP_BMWM-2222,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2222
NJDEP_BMWM-2223B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2223B
NJDEP_BMWM-2224A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2224A
NJDEP_BMWM-2226A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2226A
NJDEP_BMWM-2227,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2227
NJDEP_BMWM-2227B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2227B
NJDEP_BMWM-2229A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2229A
NJDEP_BMWM-2230,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2230
NJDEP_BMWM-23,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-23
NJDEP_BMWM-2300,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2300
NJDEP_BMWM-2300B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2300B
NJDEP_BMWM-2300C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2300C
NJDEP_BMWM-2300D,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2300D
NJDEP_BMWM-2300E,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2300E
NJDEP_BMWM-2301,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2301
NJDEP_BMWM-2301B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2301B
NJDEP_BMWM-2302,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2302
NJDEP_BMWM-2303B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2303B
NJDEP_BMWM-2303C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2303C
NJDEP_BMWM-2304,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2304
NJDEP_BMWM-2304C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2304C
NJDEP_BMWM-2305C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2305C
NJDEP_BMWM-2306,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2306
NJDEP_BMWM-2306C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2306C
NJDEP_BMWM-2307,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2307
NJDEP_BMWM-2307B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2307B
NJDEP_BMWM-2308,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2308
NJDEP_BMWM-2308A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2308A
NJDEP_BMWM-2308B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2308B
NJDEP_BMWM-2308C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2308C
NJDEP_BMWM-2309A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2309A
NJDEP_BMWM-2309C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2309C
NJDEP_BMWM-2309D,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2309D
NJDEP_BMWM-2310B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2310B
NJDEP_BMWM-2311B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2311B
NJDEP_BMWM-2311D,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2311D
NJDEP_BMWM-2400,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2400
NJDEP_BMWM-2400A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2400A
NJDEP_BMWM-2400B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2400B
NJDEP_BMWM-2401,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2401
NJDEP_BMWM-2401A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2401A
NJDEP_BMWM-2401C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2401C
NJDEP_BMWM-2401E,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2401E
NJDEP_BMWM-2401F,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2401F
NJDEP_BMWM-2402,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2402
NJDEP_BMWM-2402A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2402A
NJDEP_BMWM-2403,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2403
NJDEP_BMWM-2403B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2403B
NJDEP_BMWM-2404C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2404C
NJDEP_BMWM-2405,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2405
NJDEP_BMWM-2405C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2405C
NJDEP_BMWM-2406,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2406
NJDEP_BMWM-2406A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2406A
NJDEP_BMWM-2406B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2406B
NJDEP_BMWM-2407,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2407
NJDEP_BMWM-2407B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2407B
NJDEP_BMWM-2409A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2409A
NJDEP_BMWM-2411A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2411A
NJDEP_BMWM-2412B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2412B
NJDEP_BMWM-2412E,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2412E
NJDEP_BMWM-2412H,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2412H
NJDEP_BMWM-2413,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2413
NJDEP_BMWM-2414,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2414
NJDEP_BMWM-2415,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2415
NJDEP_BMWM-2416,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2416
NJDEP_BMWM-2416L,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2416L
NJDEP_BMWM-2416P,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2416P
NJDEP_BMWM-2416S,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2416S
NJDEP_BMWM-2417A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2417A
NJDEP_BMWM-2417C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2417C
NJDEP_BMWM-2417D,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2417D
NJDEP_BMWM-2417E,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2417E
NJDEP_BMWM-2417F,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2417F
NJDEP_BMWM-2417G,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2417G
NJDEP_BMWM-2418,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2418
NJDEP_BMWM-2418A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2418A
NJDEP_BMWM-2418C,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2418C
NJDEP_BMWM-2418E,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2418E
NJDEP_BMWM-2419A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2419A
NJDEP_BMWM-2420,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2420
NJDEP_BMWM-24A,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-24A
NJDEP_BMWM-2500,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2500
NJDEP_BMWM-2502,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2502
NJDEP_BMWM-2502B,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2502B
NJDEP_BMWM-2503,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2503
NJDEP_BMWM-2504,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2504
NJDEP_BMWM-2505,shellfish,"INFERRED: not a BEACH Act station and reports fecal coliform, the NSSP growing-area indicator",non_beach,Estuary,NJDEP_BMWM,NJ,NJDEP_BMWM-2505
