station_id,study_scope,scope_basis,programme,site_type,organization,state,site_cluster
21MABCH-MA219864-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA219864-1
21MABCH-MA222677-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA222677-1
21MABCH-MA225468-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA225468-1
21MABCH-MA230109-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA230109-1
21MABCH-MA235405-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA235405-1
21MABCH-MA236087-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA236087-1
21MABCH-MA237154-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA237154-1
21MABCH-MA240390-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA240390-1
21MABCH-MA241045-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA241045-1
21MABCH-MA241658-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA241658-1
21MABCH-MA242910-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA242910-1
21MABCH-MA244219-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA244219-1
21MABCH-MA245042-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA245042-1
21MABCH-MA246390-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA246390-1
21MABCH-MA246471-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA246471-1
21MABCH-MA246941-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA246941-1
21MABCH-MA247772-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA247772-1
21MABCH-MA249263-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA249263-1
21MABCH-MA250771-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA250771-1
21MABCH-MA251641-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA251641-1
21MABCH-MA253281-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA253281-1
21MABCH-MA253972-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA253972-1
21MABCH-MA255405-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA255405-1
21MABCH-MA259042-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA259042-1
21MABCH-MA262419-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA262419-1
21MABCH-MA264442-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA101965-1
21MABCH-MA265036-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA265036-1
21MABCH-MA267840-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA267840-1
21MABCH-MA268317-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA268317-1
21MABCH-MA270096-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA270096-1
21MABCH-MA271417-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA236087-1
21MABCH-MA271417-2,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA236087-1
21MABCH-MA272144-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA272144-1
21MABCH-MA273022-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA273022-1
21MABCH-MA273205-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA273205-1
21MABCH-MA273720-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA273720-1
21MABCH-MA276795-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA276795-1
21MABCH-MA281585-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA281585-1
21MABCH-MA281862-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA281862-1
21MABCH-MA282126-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA282126-1
21MABCH-MA282318-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA282318-1
21MABCH-MA284111-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA284111-1
21MABCH-MA284631-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA284631-1
21MABCH-MA286058-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA286058-1
21MABCH-MA288814-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA288814-1
21MABCH-MA289542-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA289542-1
21MABCH-MA289542-2,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA289542-2
21MABCH-MA289542-3,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA289542-3
21MABCH-MA290525-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA290525-1
21MABCH-MA291320-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA291320-1
21MABCH-MA291320-2,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA291320-2
21MABCH-MA293803-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA293803-1
21MABCH-MA294678-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA294678-1
21MABCH-MA300950-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA300950-1
21MABCH-MA301976-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA301976-1
21MABCH-MA302057-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA302057-1
21MABCH-MA305758-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA305758-1
21MABCH-MA305868-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA305868-1
21MABCH-MA306577-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA306577-1
21MABCH-MA307654-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA307654-1
21MABCH-MA308765-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA308765-1
21MABCH-MA310983-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA310983-1
21MABCH-MA312972-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA312972-1
21MABCH-MA316039-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA316039-1
21MABCH-MA316598-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA316598-1
21MABCH-MA323358-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA323358-1
21MABCH-MA323429-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA323429-1
21MABCH-MA326666-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA326666-1
21MABCH-MA333119-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA333119-1
21MABCH-MA333479-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA333479-1
21MABCH-MA335584-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA335584-1
21MABCH-MA336880-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA336880-1
21MABCH-MA336945-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA336945-1
21MABCH-MA338567-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA338567-1
21MABCH-MA339863-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA253972-1
21MABCH-MA341447-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA341447-1
21MABCH-MA342299-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA342299-1
21MABCH-MA342526-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA342526-1
21MABCH-MA343487-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA343487-1
21MABCH-MA344492-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA344492-1
21MABCH-MA344903-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA344903-1
21MABCH-MA346018-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA346018-1
21MABCH-MA349158-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA349158-1
21MABCH-MA349626-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA349626-1
21MABCH-MA350051-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA350051-1
21MABCH-MA350664-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA350664-1
21MABCH-MA351168-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA351168-1
21MABCH-MA352004-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA352004-1
21MABCH-MA355509-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA355509-1
21MABCH-MA357380-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA357380-1
21MABCH-MA362280-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA362280-1
21MABCH-MA364061-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA364061-1
21MABCH-MA365090-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA365090-1
21MABCH-MA365344-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA365344-1
21MABCH-MA366029-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA366029-1
21MABCH-MA366260-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA366260-1
21MABCH-MA369693-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA369693-1
21MABCH-MA372082-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA372082-1
21MABCH-MA373541-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA373541-1
21MABCH-MA374356-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA374356-1
21MABCH-MA377157-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA377157-1
21MABCH-MA380639-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA380639-1
21MABCH-MA388711-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA388711-1
21MABCH-MA389498-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA389498-1
21MABCH-MA390968-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA390968-1
21MABCH-MA391603-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA391603-1
21MABCH-MA398852-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA398852-1
21MABCH-MA402482-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA402482-1
21MABCH-MA403483-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA403483-1
21MABCH-MA406814-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA168754-1
21MABCH-MA407948-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA407948-1
21MABCH-MA408301-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA408301-1
21MABCH-MA409715-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA409715-1
21MABCH-MA410157-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA410157-1
21MABCH-MA416713-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA416713-1
21MABCH-MA421691-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA421691-1
21MABCH-MA424142-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA424142-1
21MABCH-MA425571-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA425571-1
21MABCH-MA425705-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA425705-1
21MABCH-MA425772-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA425772-1
21MABCH-MA430398-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA430398-1
21MABCH-MA434583-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA434583-1
21MABCH-MA436681-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA436681-1
21MABCH-MA440390-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA440390-1
21MABCH-MA442429-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA442429-1
21MABCH-MA442481-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA442481-1
21MABCH-MA444171-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA444171-1
21MABCH-MA444621-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA444621-1
21MABCH-MA447128-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA447128-1
21MABCH-MA447546-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA307654-1
21MABCH-MA448070-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA448070-1
21MABCH-MA452184-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA452184-1
21MABCH-MA453034-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA453034-1
21MABCH-MA454803-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA454803-1
21MABCH-MA459982-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA459982-1
21MABCH-MA459982-3,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA459982-3
21MABCH-MA459982-4,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA459982-3
21MABCH-MA460485-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA460485-1
21MABCH-MA461389-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA461389-1
21MABCH-MA464209-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA464209-1
21MABCH-MA464496-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA464496-1
21MABCH-MA465209-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA465209-1
21MABCH-MA465792-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA465792-1
21MABCH-MA467731-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA467731-1
21MABCH-MA467885-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA467885-1
21MABCH-MA471378-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA471378-1
21MABCH-MA471736-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA471736-1
21MABCH-MA476242-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA476242-1
21MABCH-MA478489-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA478489-1
21MABCH-MA483983-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA483983-1
21MABCH-MA484411-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA484411-1
21MABCH-MA485433-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA485433-1
21MABCH-MA486558-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA486558-1
21MABCH-MA487104-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA487104-1
21MABCH-MA487839-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA487839-1
21MABCH-MA489151-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA489151-1
21MABCH-MA498031-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA498031-1
21MABCH-MA503949-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA503949-1
21MABCH-MA504097-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA504097-1
21MABCH-MA504494-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA504494-1
21MABCH-MA514992-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA514992-1
21MABCH-MA524106-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA524106-1
21MABCH-MA530387-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA530387-1
21MABCH-MA530947-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA530947-1
21MABCH-MA532575-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA532575-1
21MABCH-MA536204-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA536204-1
21MABCH-MA536859-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA536859-1
21MABCH-MA536987-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA536987-1
21MABCH-MA537994-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA537994-1
21MABCH-MA537994-2,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA537994-1
21MABCH-MA538327-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA538327-1
21MABCH-MA538359-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA538359-1
21MABCH-MA541879-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA541879-1
21MABCH-MA543430-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA543430-1
21MABCH-MA544367-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA310983-1
21MABCH-MA544995-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA544995-1
21MABCH-MA544995-2,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA544995-2
21MABCH-MA544995-3,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA544995-3
21MABCH-MA546332-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA546332-1
21MABCH-MA547633-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA547633-1
21MABCH-MA551959-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA551959-1
21MABCH-MA552169-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA552169-1
21MABCH-MA556800-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA556800-1
21MABCH-MA556952-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA230109-1
21MABCH-MA557719-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA557719-1
21MABCH-MA562661-1,beach,SOURCED: EPA BEACH Act location type,beach_act,BEACH Program Site-Ocean,21MABCH,MA,21MABCH-MA562661-1
